Latitude;Longitude
47.285245;-2.211031700000035
47.2795067;-2.213775499999997
47.27868480000001;-2.215951700000005
47.2781421;-2.2107959999999593
47.2752918;-2.2058336000000054
47.2727197;-2.2148065999999744
47.3262192;-2.16220050000004
47.253238;-2.2641459999999825
