Longitude;Latitude
47.328742565587163;-2.423737440258265
47.328908694908023;-2.421810105443001
47.327523333951831;-2.418362377211452
47.327075488865376;-2.417610017582774
47.327183531597257;-2.416310487315059
47.327003069221973;-2.415434075519443
47.325789872556925;-2.415147917345166
47.325685098767281;-2.414624132215977
47.324113827198744;-2.411684347316623
47.323375968262553;-2.411672528833151
47.322018183767796;-2.412869548425078
47.32143010944128;-2.413060488179326
47.321571344509721;-2.411697590723634
47.321998402476311;-2.40999891422689
47.322059171274304;-2.408104604110122
47.321533039212227;-2.407227689400315
47.320313891395926;-2.405971409752965
47.316775470972061;-2.403297247365117
47.315515922382474;-2.403811812400818
47.314222427085042;-2.404933227226138
47.313512982800603;-2.405205722898245
47.311935676261783;-2.400618139654398
47.311507277190685;-2.400574972853065
47.309398977085948;-2.401218032464385
47.308133896440268;-2.401098338887096
47.306840568780899;-2.400371041148901
47.304567731916904;-2.397858649492264
47.303464924916625;-2.397076953202486
47.295527094975114;-2.395417671650648
47.29564611800015;-2.395175350829959
47.295530783012509;-2.394977537915111
47.295887432992458;-2.394959516823292
47.296263026073575;-2.394350320100784
47.296512052416801;-2.391887381672859
47.298276778310537;-2.391059249639511
47.299580918624997;-2.390088373795152
47.300274521112442;-2.389810597524047
47.301048589870334;-2.389098973944783
47.302002031356096;-2.387737417593598
47.302422299981117;-2.387981247156858
47.303065778687596;-2.389450762420893
47.303274320438504;-2.389595098793507
47.304212087765336;-2.387852920219302
47.303014900535345;-2.384635861963034
47.302222726866603;-2.380999540910125
47.300869803875685;-2.380411131307483
47.299937233328819;-2.37970151938498
47.299897084012628;-2.379515860229731
47.298843394964933;-2.378262346610427
47.297095600515604;-2.375690611079335
47.296057837083936;-2.374841356649995
47.29550295509398;-2.373908953741193
47.294367710128427;-2.372611938044429
47.2928511723876;-2.371510555967689
47.291523478925228;-2.373375277966261
47.290012557059526;-2.371691856533289
47.289672670885921;-2.372021432965994
47.288415804505348;-2.37239015288651
47.288264092057943;-2.37113974057138
47.288095112890005;-2.371139405295253
47.28780509904027;-2.370041124522686
47.287398325279355;-2.369276862591505
47.287160530686378;-2.369118193164468
47.286559799686074;-2.367938188835979
47.286023022606969;-2.368495250120759
47.285094391554594;-2.366747036576271
47.285013925284147;-2.366768326610327
47.284466251730919;-2.367255901917815
47.284869253635406;-2.368511846289039
47.285099672153592;-2.370927175506949
47.284948462620378;-2.372977221384645
47.284409170970321;-2.375128017738462
47.284052101895213;-2.375485925003886
47.283460842445493;-2.375643001869321
47.282875366508961;-2.376342304050922
47.282570013776422;-2.376537853851914
47.281334018334746;-2.376571800559759
47.279672892764211;-2.378131588920951
47.278836881741881;-2.374450089409947
47.277293270453811;-2.368704797700048
47.274362621828914;-2.36038844101131
47.275105342268944;-2.360505620017648
47.275724513456225;-2.358944406732917
47.276729587465525;-2.357595255598426
47.276731347665191;-2.35728126950562
47.277113730087876;-2.357137184590101
47.277808170765638;-2.356304358690977
47.280026189982891;-2.355589382350445
47.279648501425982;-2.354661086574197
47.279185820370913;-2.354240398854017
47.27874250151217;-2.353626843541861
47.278044372797012;-2.353575462475419
47.277758466079831;-2.352494364604354
47.277624942362309;-2.350900294259191
47.27788838557899;-2.348828623071313
47.277148682624102;-2.347382660955191
47.276742914691567;-2.345612486824393
47.275673383846879;-2.346608592197299
47.274569822475314;-2.347021652385593
47.274229936301708;-2.344604562968016
47.274127341806889;-2.342380592599511
47.273998595774174;-2.342420490458608
47.273880243301392;-2.339558489620686
47.273114724084735;-2.336500519886613
