Longitude;Latitude
47.2593609683312;-2.34097896536791
47.2594219566911;-2.34080305605907
47.2594600203381;-2.34068596654985
47.2595439932485;-2.34067298291243
47.2595500340562;-2.34067504192812
47.2597070003386;-2.34075997932796
47.2597919659531;-2.34079003792451
47.2598770231193;-2.34082593755633
47.259965034163;-2.3408349601618
47.2600469716054;-2.34078002336827
47.2600479671519;-2.34077800175734
47.2600750202514;-2.34052594784027
47.2600850115355;-2.34041494393538
47.2600950156567;-2.3402860480997
47.2601050067112;-2.34017504410893
47.2601079656106;-2.34005803877008
47.2601080361355;-2.34003498346854
47.2601029719281;-2.33981605036053
47.2601119830838;-2.33969302004379
47.2601220293641;-2.33957102046895
47.2601279756477;-2.33944596215535
47.2600800268919;-2.33934496681953
47.2600750270062;-2.33933598676282
47.2600029967386;-2.33922106499382
47.2599930328316;-2.33921994129379
47.260046979323;-2.3390479666843
47.260056968146;-2.33903093460283
47.2601580199441;-2.33889996163868
47.260209979707;-2.33881804982992
47.2602780049826;-2.33873800093116
47.2603529579581;-2.33867600396753
47.2604069628659;-2.33858104081661
47.2604669617447;-2.33849502384953
47.2605279916059;-2.33841600147037
47.260534996631;-2.33840105813099
47.260640002572;-2.33824105158025
47.2607230110145;-2.33824506604056
47.2608020168372;-2.33819301412412
47.2608220329331;-2.33807001625364
47.260868022755;-2.3379610002198
47.260877957174;-2.33795297525461
47.2609530355325;-2.33776295162042
47.2609449764674;-2.33765001804911
47.2609480212476;-2.33753500769451
47.260930004984;-2.33741101068835
47.2609069685977;-2.33729804587844
47.260870039041;-2.33718502509669
47.2608629739758;-2.33716603154159
47.2608180036176;-2.33697295042007
47.2608120314541;-2.33684604268571
47.2608120094015;-2.33673099280127
47.2607969712431;-2.33660305118185
47.2608150062811;-2.33647601217298
47.2608380399245;-2.33635994099967
47.2608749590643;-2.33624604550809
47.260904970626;-2.33614498257269
47.2609130208221;-2.33612497357117
47.2609900146714;-2.33595793551487
47.2610499711338;-2.3358610420648
47.2610949937236;-2.33577101406774
47.2611429897402;-2.3356849927531
47.2611920209821;-2.33560000201203
47.2612450292552;-2.33550506801184
47.2612949646412;-2.33542003429179
47.2613529885077;-2.33532003164757
47.2614019809855;-2.33522999971665
47.2614519688402;-2.33513794585345
47.2614580306651;-2.3351180039586
47.2614970176463;-2.33492001340401
47.2615000110981;-2.33480605724021
47.2615219732756;-2.33467794849852
47.2616029954265;-2.33463497165791
47.2616179750837;-2.3346310261677
47.2617669734521;-2.3346030232721
47.2618550084168;-2.33458605937586
47.2619150249859;-2.33457598648249
47.2619749570922;-2.33455795240967
47.2620350188763;-2.33454297974814
47.2621019873219;-2.33452498221677
47.2621900155681;-2.33451795841377
47.2622650171274;-2.33449598753595
47.2623329809952;-2.33447596805546
47.2624169969918;-2.33446006234755
47.2624820191478;-2.33445101690706
47.262552995068;-2.33444004479036
47.2626279885764;-2.3344300021448
47.2626930160742;-2.3344130042966
47.2627770009351;-2.33438993769943
47.262831986295;-2.33430102842488
47.2628730107962;-2.33418806570746
47.262884974345;-2.33418103672917
47.2630199782504;-2.33416105204098
47.2631050355595;-2.33414604442861
47.2631870435658;-2.3341149603836
47.2632720009703;-2.33410603998625
47.2633600278177;-2.33410100345291
47.263445046565;-2.33408095493489
47.2635319629275;-2.33405300940977
47.2636180323552;-2.33401994272187
47.2637049899036;-2.33399306150536
47.2637799694833;-2.33395001158899
47.263846959813;-2.33390802326812
47.2639319864797;-2.33387604548445
47.2640070159484;-2.3338299515139
47.2640830360695;-2.33377997933428
47.2641520018166;-2.33374799568637
47.2642349617937;-2.33370799154654
47.264302040519;-2.33366799963835
47.2643580280541;-2.333620012711
47.2643800181322;-2.33360098975386
47.2644870221083;-2.33351499313517
47.2645570397248;-2.33346800248596
47.264627018749;-2.33341597088826
47.2646930327168;-2.33335598963451
47.2647630103686;-2.33330594591989
47.2648079849351;-2.33321298883217
47.2648450406657;-2.33309604793518
47.2648829926765;-2.33299099316949
47.2649080395724;-2.33288598146918
47.2649100009678;-2.332862979575
47.2649270363443;-2.33263800647958
47.2649520251833;-2.33254796729799
47.2649869766008;-2.33246103875226
47.2650369929875;-2.33238594606233
47.2650969619976;-2.33232006040004
47.2651619834639;-2.33226594363757
47.2652280202741;-2.33222505045068
